"","GEOID","NAME","populationE","med_ageE","bachelor_degree_25E","med_hh_incomeE","whiteE","blackE","asianE","hispanicE"
"14177","360359706005","Block Group 5, Census Tract 9706, Fulton County, New York",2120,45.5,416,63425,2055,7,13,93
"14178","360359707001","Block Group 1, Census Tract 9707, Fulton County, New York",795,33.1,39,33625,770,0,0,40
"14179","360359707002","Block Group 2, Census Tract 9707, Fulton County, New York",1015,27.3,33,37250,847,0,3,202
"14180","360359707003","Block Group 3, Census Tract 9707, Fulton County, New York",813,45.4,59,25215,811,2,0,16
"14181","360359707004","Block Group 4, Census Tract 9707, Fulton County, New York",774,53,45,34683,725,0,16,33
"14182","360359708001","Block Group 1, Census Tract 9708, Fulton County, New York",560,49.3,95,42339,545,4,8,0
"14183","360359708004","Block Group 4, Census Tract 9708, Fulton County, New York",759,34.8,15,14942,724,23,0,12
"14184","360359701002","Block Group 2, Census Tract 9701, Fulton County, New York",691,31.6,88,52386,691,0,0,0
"14185","360359702002","Block Group 2, Census Tract 9702, Fulton County, New York",1562,47.1,38,48974,1531,0,0,0
"14186","360359703003","Block Group 3, Census Tract 9703, Fulton County, New York",1311,52,134,40663,1288,3,7,0
"14187","360359704003","Block Group 3, Census Tract 9704, Fulton County, New York",458,55,115,82692,379,0,0,0
"14188","360359705002","Block Group 2, Census Tract 9705, Fulton County, New York",548,52.8,38,51000,534,0,2,0
"14189","360359709003","Block Group 3, Census Tract 9709, Fulton County, New York",884,39.7,31,23889,808,55,0,39
"14190","360359710002","Block Group 2, Census Tract 9710, Fulton County, New York",953,34.8,155,59141,839,0,0,85
"14191","360359711002","Block Group 2, Census Tract 9711, Fulton County, New York",904,42.3,55,29265,887,2,0,87
"14192","360359712002","Block Group 2, Census Tract 9712, Fulton County, New York",981,51.5,258,47216,910,14,32,28
"14193","360359713001","Block Group 1, Census Tract 9713, Fulton County, New York",895,42.6,70,39737,804,28,0,18
"14194","360359713004","Block Group 4, Census Tract 9713, Fulton County, New York",749,34.7,193,55758,748,1,0,68
"14195","360359714002","Block Group 2, Census Tract 9714, Fulton County, New York",1059,47.1,135,64653,1040,19,0,45
"14196","360359715002","Block Group 2, Census Tract 9715, Fulton County, New York",1371,52.5,101,61354,1358,7,0,25
"14197","360359708002","Block Group 2, Census Tract 9708, Fulton County, New York",919,37.1,74,45944,919,0,0,21
"14198","360210007005","Block Group 5, Census Tract 7, Columbia County, New York",630,37.9,132,28929,579,26,0,43
"14199","360210008001","Block Group 1, Census Tract 8, Columbia County, New York",744,53.2,248,75938,731,0,13,14
"14200","360210009001","Block Group 1, Census Tract 9, Columbia County, New York",891,53.8,295,75119,887,0,0,0
"14201","360210009002","Block Group 2, Census Tract 9, Columbia County, New York",737,39.7,253,59167,727,0,0,22
"14202","360210010002","Block Group 2, Census Tract 10, Columbia County, New York",978,54.9,253,62949,824,20,134,0
"14203","360210010003","Block Group 3, Census Tract 10, Columbia County, New York",919,33.9,190,33365,853,14,21,19
"14204","360210010005","Block Group 5, Census Tract 10, Columbia County, New York",794,54.5,142,51042,794,0,0,0
"14205","360210010006","Block Group 6, Census Tract 10, Columbia County, New York",933,59.1,155,65123,916,8,0,9
"14206","360210011002","Block Group 2, Census Tract 11, Columbia County, New York",913,57.2,234,49620,692,89,64,32
"14207","360210011003","Block Group 3, Census Tract 11, Columbia County, New York",1694,47.9,373,72538,1367,73,40,73
"14208","360210012001","Block Group 1, Census Tract 12, Columbia County, New York",1008,47.8,296,72188,777,179,0,81
"14209","360210012002","Block Group 2, Census Tract 12, Columbia County, New York",854,44.3,70,24250,368,345,104,119
"14210","360210012004","Block Group 4, Census Tract 12, Columbia County, New York",655,28.9,116,38125,476,66,31,34
"14211","360210014001","Block Group 1, Census Tract 14, Columbia County, New York",1642,42.2,278,67784,1482,65,11,42
"14212","360210013001","Block Group 1, Census Tract 13, Columbia County, New York",642,28.8,47,30254,240,89,216,57
"14213","360210013003","Block Group 3, Census Tract 13, Columbia County, New York",233,47.9,83,62974,229,0,4,5
"14214","360210013004","Block Group 4, Census Tract 13, Columbia County, New York",431,48.4,81,38375,345,57,2,24
"14215","360210014002","Block Group 2, Census Tract 14, Columbia County, New York",1164,56.5,216,52237,1098,6,5,15
"14216","360210015001","Block Group 1, Census Tract 15, Columbia County, New York",630,52.1,183,76667,594,16,7,37
"14217","360210015002","Block Group 2, Census Tract 15, Columbia County, New York",540,61.2,161,84583,529,1,9,26
"14218","360210016002","Block Group 2, Census Tract 16, Columbia County, New York",1245,45.6,222,80625,1137,0,51,11
"14219","360210016003","Block Group 3, Census Tract 16, Columbia County, New York",901,54.2,227,58750,831,0,4,32
"14220","360210017002","Block Group 2, Census Tract 17, Columbia County, New York",606,53,177,68750,540,31,26,11
"14221","360210018001","Block Group 1, Census Tract 18, Columbia County, New York",702,54.4,162,76250,621,37,23,11
"14222","360210019001","Block Group 1, Census Tract 19, Columbia County, New York",1081,47.6,283,90521,1028,11,18,25
"14223","360210019002","Block Group 2, Census Tract 19, Columbia County, New York",1002,47,250,82813,890,22,31,113
"14224","360210020002","Block Group 2, Census Tract 20, Columbia County, New York",1050,46.7,288,85026,996,0,7,27
"14225","360210001001","Block Group 1, Census Tract 1, Columbia County, New York",1368,51.5,387,63050,1271,0,21,76
"14226","360210002001","Block Group 1, Census Tract 2, Columbia County, New York",810,55.6,256,85625,713,33,6,74
"14227","360210002002","Block Group 2, Census Tract 2, Columbia County, New York",983,47.5,293,80357,970,0,3,24
"14228","360210003002","Block Group 2, Census Tract 3, Columbia County, New York",406,57.8,183,104688,387,0,0,17
"14229","360210003003","Block Group 3, Census Tract 3, Columbia County, New York",799,39.4,189,71042,566,14,0,73
"14230","360210003005","Block Group 5, Census Tract 3, Columbia County, New York",932,39.6,133,64896,815,84,4,0
"14231","360210004011","Block Group 1, Census Tract 4.01, Columbia County, New York",2513,53.2,854,80078,2458,0,29,95
"14232","360210004022","Block Group 2, Census Tract 4.02, Columbia County, New York",3179,45.4,734,68667,2819,35,9,361
"14233","360210004023","Block Group 3, Census Tract 4.02, Columbia County, New York",846,42,324,87333,846,0,0,0
"14234","360210007001","Block Group 1, Census Tract 7, Columbia County, New York",1324,48.3,264,70833,1305,0,0,19
"14235","360210006001","Block Group 1, Census Tract 6, Columbia County, New York",648,52.6,107,54000,614,17,0,31
"14236","360210006002","Block Group 2, Census Tract 6, Columbia County, New York",1253,42.4,144,64265,1206,21,0,15
"14237","360210006003","Block Group 3, Census Tract 6, Columbia County, New York",800,24.7,48,51389,643,5,0,152
"14238","360210007002","Block Group 2, Census Tract 7, Columbia County, New York",872,63.1,204,83750,752,93,0,90
"14239","360210007003","Block Group 3, Census Tract 7, Columbia County, New York",1230,48.2,365,82368,1185,45,0,1
"14240","360210007004","Block Group 4, Census Tract 7, Columbia County, New York",1128,48,130,47368,1046,68,14,0
"14241","360210008002","Block Group 2, Census Tract 8, Columbia County, New York",809,53.7,315,66563,777,0,5,24
"14242","360210010001","Block Group 1, Census Tract 10, Columbia County, New York",834,61.2,229,61964,810,11,0,11
"14243","360210010004","Block Group 4, Census Tract 10, Columbia County, New York",1313,49.2,146,64968,1199,110,0,25
"14244","360210011001","Block Group 1, Census Tract 11, Columbia County, New York",759,55.1,174,42344,657,97,0,32
"14245","360210011004","Block Group 4, Census Tract 11, Columbia County, New York",833,49.5,81,NA,636,43,13,68
"14246","360210012003","Block Group 3, Census Tract 12, Columbia County, New York",862,28.6,90,36250,272,383,92,64
"14247","360210013002","Block Group 2, Census Tract 13, Columbia County, New York",899,38.2,200,64028,620,240,27,83
"14248","360210013005","Block Group 5, Census Tract 13, Columbia County, New York",755,31.6,267,42048,661,8,19,37
"14249","360210014003","Block Group 3, Census Tract 14, Columbia County, New York",721,47.7,121,78603,713,0,8,17
"14250","360210016001","Block Group 1, Census Tract 16, Columbia County, New York",1339,42.7,243,65375,1305,0,0,119
"14251","360210017001","Block Group 1, Census Tract 17, Columbia County, New York",562,51.8,160,80000,508,19,5,30
"14252","360210018002","Block Group 2, Census Tract 18, Columbia County, New York",917,46.9,204,68333,833,25,30,52
"14253","360210020001","Block Group 1, Census Tract 20, Columbia County, New York",848,51.8,217,68846,788,22,6,136
"14254","360210001002","Block Group 2, Census Tract 1, Columbia County, New York",853,47.8,204,54079,853,0,0,0
"14255","360210003001","Block Group 1, Census Tract 3, Columbia County, New York",739,50.7,289,56071,699,20,0,51
"14256","360210003004","Block Group 4, Census Tract 3, Columbia County, New York",1063,47.9,342,71940,926,104,15,25
"14257","360210004021","Block Group 1, Census Tract 4.02, Columbia County, New York",1819,47.3,477,74850,1784,17,0,24
"14258","360210005001","Block Group 1, Census Tract 5, Columbia County, New York",2284,39.3,471,76364,2130,19,0,119
"14259","360630227125","Block Group 5, Census Tract 227.12, Niagara County, New York",2752,43.5,549,114667,2515,215,22,146
"14260","360630228031","Block Group 1, Census Tract 228.03, Niagara County, New York",1651,47.7,421,93229,1651,0,0,76
"14261","360630229011","Block Group 1, Census Tract 229.01, Niagara County, New York",900,55.4,141,43404,887,0,0,27
"14262","360630229012","Block Group 2, Census Tract 229.01, Niagara County, New York",1302,40,110,55361,1286,0,0,16
"14263","360630229022","Block Group 2, Census Tract 229.02, Niagara County, New York",1770,47.3,240,59313,1694,42,0,16
"14264","360630230011","Block Group 1, Census Tract 230.01, Niagara County, New York",2135,40.3,286,40708,2088,35,0,210
"14265","360630234014","Block Group 4, Census Tract 234.01, Niagara County, New York",2352,44.8,382,77457,2084,142,0,43
"14266","360630234041","Block Group 1, Census Tract 234.04, Niagara County, New York",3229,34.9,691,60000,2773,259,30,343
"14267","360630234051","Block Group 1, Census Tract 234.05, Niagara County, New York",1516,53.8,194,35968,1426,53,8,38
"14268","360630234052","Block Group 2, Census Tract 234.05, Niagara County, New York",1841,35.8,225,57656,1712,34,31,182
"14269","360630242011","Block Group 1, Census Tract 242.01, Niagara County, New York",1683,43.9,225,70192,1660,1,0,12
"14270","360630242012","Block Group 2, Census Tract 242.01, Niagara County, New York",1471,41.8,275,36172,1453,12,0,0
"14271","360630243031","Block Group 1, Census Tract 243.03, Niagara County, New York",1484,47.6,304,73958,1482,2,0,0
"14272","360630244053","Block Group 3, Census Tract 244.05, Niagara County, New York",1876,53,484,57375,1839,3,5,122
"14273","360630246002","Block Group 2, Census Tract 246, Niagara County, New York",461,52.4,100,57500,439,22,0,0
"14274","360630246003","Block Group 3, Census Tract 246, Niagara County, New York",1379,49.2,319,53684,1369,0,10,0
"14275","360639400012","Block Group 2, Census Tract 9400.01, Niagara County, New York",551,44.2,19,23594,70,0,52,8
"14276","360639900000","Block Group 0, Census Tract 9900, Niagara County, New York",0,NA,0,NA,0,0,0,0
"14277","360630217003","Block Group 3, Census Tract 217, Niagara County, New York",634,47.8,29,33750,560,36,0,66
"14278","360630224012","Block Group 2, Census Tract 224.01, Niagara County, New York",672,35.9,114,73438,615,13,0,4
"14279","360630226021","Block Group 1, Census Tract 226.02, Niagara County, New York",2303,42.7,366,51523,1971,124,20,90
"14280","360630226022","Block Group 2, Census Tract 226.02, Niagara County, New York",1738,51,174,37220,1670,44,0,6
"14281","360630226023","Block Group 3, Census Tract 226.02, Niagara County, New York",1550,43.7,156,49397,1403,101,46,18
"14282","360630227022","Block Group 2, Census Tract 227.02, Niagara County, New York",1828,44.8,545,92333,1804,0,0,0
"14283","360630227023","Block Group 3, Census Tract 227.02, Niagara County, New York",1945,40,431,102059,1854,0,29,0
"14284","360630227113","Block Group 3, Census Tract 227.11, Niagara County, New York",2249,44.3,533,96429,2099,0,129,38
"14285","360630227114","Block Group 4, Census Tract 227.11, Niagara County, New York",1823,38.8,437,90063,1797,0,0,26
"14286","360630227116","Block Group 6, Census Tract 227.11, Niagara County, New York",3462,48.2,869,74591,3190,272,0,0
"14287","360630227121","Block Group 1, Census Tract 227.12, Niagara County, New York",2206,46.1,580,107900,2164,42,0,9
"14288","360630227123","Block Group 3, Census Tract 227.12, Niagara County, New York",931,59.7,130,59083,896,35,0,0
"14289","360630232001","Block Group 1, Census Tract 232, Niagara County, New York",1475,39.7,480,50664,1285,16,54,2
"14290","360630232003","Block Group 3, Census Tract 232, Niagara County, New York",321,52.2,53,17778,321,0,0,0
"14291","360630237002","Block Group 2, Census Tract 237, Niagara County, New York",992,33.4,114,21420,649,197,0,61
"14292","360630238001","Block Group 1, Census Tract 238, Niagara County, New York",689,34.9,56,45144,621,54,0,7
"14293","360630238003","Block Group 3, Census Tract 238, Niagara County, New York",1669,35.2,200,54208,1353,212,16,78
"14294","360630239022","Block Group 2, Census Tract 239.02, Niagara County, New York",2577,38.5,282,47787,2223,214,9,141
"14295","360630239021","Block Group 1, Census Tract 239.02, Niagara County, New York",683,41.1,111,36167,683,0,0,0
"14296","360630203001","Block Group 1, Census Tract 203, Niagara County, New York",275,23.2,0,18421,69,174,0,15
"14297","360630242014","Block Group 4, Census Tract 242.01, Niagara County, New York",2036,50.1,241,57375,1934,2,0,5
"14298","360630243011","Block Group 1, Census Tract 243.01, Niagara County, New York",1099,46.1,231,56250,1069,5,7,0
"14299","360630245022","Block Group 2, Census Tract 245.02, Niagara County, New York",1514,46.8,207,72344,1501,13,0,0
"14300","360630245023","Block Group 3, Census Tract 245.02, Niagara County, New York",1074,49.9,182,52235,995,0,0,46
"14301","360630207001","Block Group 1, Census Tract 207, Niagara County, New York",754,42.3,108,59102,531,223,0,0
"14302","360630207002","Block Group 2, Census Tract 207, Niagara County, New York",586,33.5,17,52125,431,135,20,12
"14303","360630207003","Block Group 3, Census Tract 207, Niagara County, New York",562,28.8,12,NA,191,332,0,97
"14304","360630207004","Block Group 4, Census Tract 207, Niagara County, New York",710,28.3,57,25221,230,441,0,22
"14305","360630222001","Block Group 1, Census Tract 222, Niagara County, New York",1721,53.9,545,65729,1683,9,0,9
"14306","360630222003","Block Group 3, Census Tract 222, Niagara County, New York",888,44.3,107,34808,850,29,0,61
"14307","360630222002","Block Group 2, Census Tract 222, Niagara County, New York",915,34.8,122,63125,683,33,7,1
"14308","360630224011","Block Group 1, Census Tract 224.01, Niagara County, New York",1319,48.9,112,57125,1172,38,0,33
"14309","360630231001","Block Group 1, Census Tract 231, Niagara County, New York",539,47.3,61,56106,539,0,0,13
"14310","360630231002","Block Group 2, Census Tract 231, Niagara County, New York",1744,32,212,44306,1585,10,49,66
"14311","360630235001","Block Group 1, Census Tract 235, Niagara County, New York",973,37.9,126,25000,823,142,0,0
"14312","360630235002","Block Group 2, Census Tract 235, Niagara County, New York",639,35.4,18,49125,581,23,24,0
"14313","360630235003","Block Group 3, Census Tract 235, Niagara County, New York",1182,34.5,63,23478,1136,46,0,13
"14314","360630203002","Block Group 2, Census Tract 203, Niagara County, New York",547,50.4,77,48438,502,26,10,19
"14315","360630243021","Block Group 1, Census Tract 243.02, Niagara County, New York",1364,44,356,110556,1324,34,0,12
"14316","360630210004","Block Group 4, Census Tract 210, Niagara County, New York",550,36.3,27,26389,400,43,0,77
"14317","360630225002","Block Group 2, Census Tract 225, Niagara County, New York",790,50.6,68,53654,790,0,0,45
"14318","360630225001","Block Group 1, Census Tract 225, Niagara County, New York",1282,44.2,208,54432,1199,39,34,27
"14319","360630210003","Block Group 3, Census Tract 210, Niagara County, New York",777,34,118,27083,434,337,0,6
"14320","360630234012","Block Group 2, Census Tract 234.01, Niagara County, New York",1321,40.1,356,73482,1256,48,0,12
"14321","360630234013","Block Group 3, Census Tract 234.01, Niagara County, New York",1646,29.8,203,19315,1236,218,11,151
"14322","360630241012","Block Group 2, Census Tract 241.01, Niagara County, New York",1672,53.5,177,60500,1621,0,8,36
"14323","360630241011","Block Group 1, Census Tract 241.01, Niagara County, New York",2183,43.2,160,49324,2099,0,14,20
"14324","360630202003","Block Group 3, Census Tract 202, Niagara County, New York",1428,19.8,137,18654,374,817,0,99
"14325","360630202002","Block Group 2, Census Tract 202, Niagara County, New York",831,29.1,37,14100,94,659,0,27
"14326","360630211002","Block Group 2, Census Tract 211, Niagara County, New York",927,29.6,149,26094,433,380,0,91
"14327","360630206002","Block Group 2, Census Tract 206, Niagara County, New York",662,39.2,40,26250,311,291,7,73
"14328","360630244011","Block Group 1, Census Tract 244.01, Niagara County, New York",1051,60.5,323,42283,1031,0,11,7
"14329","360630244012","Block Group 2, Census Tract 244.01, Niagara County, New York",790,49.7,313,46397,605,2,183,0
"14330","360630245012","Block Group 2, Census Tract 245.01, Niagara County, New York",1242,44.8,413,80750,1167,23,9,23
"14331","360630234022","Block Group 2, Census Tract 234.02, Niagara County, New York",2221,48.4,548,97763,2167,2,23,84
"14332","360630234021","Block Group 1, Census Tract 234.02, Niagara County, New York",2137,44.4,497,69508,1984,124,0,12
"14333","360630242022","Block Group 2, Census Tract 242.02, Niagara County, New York",1090,44.5,99,60292,1052,0,0,12
"14334","360630242023","Block Group 3, Census Tract 242.02, Niagara County, New York",906,38.9,156,63375,892,1,0,13
"14335","360630233002","Block Group 2, Census Tract 233, Niagara County, New York",3020,49.3,668,85111,2985,0,0,0
"14336","360630233003","Block Group 3, Census Tract 233, Niagara County, New York",1810,46.1,348,37457,1497,94,30,57
"14337","360630233004","Block Group 4, Census Tract 233, Niagara County, New York",1393,49.9,304,57068,1382,11,0,0
"14338","360630239014","Block Group 4, Census Tract 239.01, Niagara County, New York",984,39.1,227,61146,885,24,19,51
"14339","360630239013","Block Group 3, Census Tract 239.01, Niagara County, New York",874,29.9,173,61027,771,64,0,48
"14340","360630239011","Block Group 1, Census Tract 239.01, Niagara County, New York",1294,53.2,462,55903,1142,85,57,0
"14341","360630243033","Block Group 3, Census Tract 243.03, Niagara County, New York",2462,41.4,363,67317,2407,33,22,0
"14342","360630205002","Block Group 2, Census Tract 205, Niagara County, New York",992,47.3,137,28205,456,433,9,25
"14343","360630214001","Block Group 1, Census Tract 214, Niagara County, New York",958,39.8,121,51500,730,158,0,52
"14344","360630214003","Block Group 3, Census Tract 214, Niagara County, New York",548,31.2,15,22500,480,56,0,5
"14345","360630223003","Block Group 3, Census Tract 223, Niagara County, New York",1163,49.5,238,49130,1091,0,16,5
"14346","360630223001","Block Group 1, Census Tract 223, Niagara County, New York",623,37.1,126,60333,391,72,63,0
"14347","360630236002","Block Group 2, Census Tract 236, Niagara County, New York",564,30.9,28,34455,479,29,0,67
"14348","360630236001","Block Group 1, Census Tract 236, Niagara County, New York",1596,44.5,144,40608,1392,60,0,89
"14349","360630236003","Block Group 3, Census Tract 236, Niagara County, New York",1651,30.2,107,41474,1451,92,0,124
"14350","360630244042","Block Group 2, Census Tract 244.04, Niagara County, New York",1208,45.8,399,76597,1193,0,0,0
"14351","360630244043","Block Group 3, Census Tract 244.04, Niagara County, New York",1479,57.2,503,121406,1402,32,31,59
"14352","360630244041","Block Group 1, Census Tract 244.04, Niagara County, New York",2142,45.6,625,62396,1940,98,61,39
"14353","360630244062","Block Group 2, Census Tract 244.06, Niagara County, New York",1177,45.8,215,72404,1127,0,0,46
"14354","360630244061","Block Group 1, Census Tract 244.06, Niagara County, New York",1435,19.6,16,71591,1255,63,16,81
"14355","360630244063","Block Group 3, Census Tract 244.06, Niagara County, New York",767,35.9,83,68684,763,0,0,3
"14356","360630212002","Block Group 2, Census Tract 212, Niagara County, New York",492,29.2,19,13532,148,176,0,162
"14357","360630212003","Block Group 3, Census Tract 212, Niagara County, New York",61,51.4,11,NA,32,8,0,0
"14358","360630212001","Block Group 1, Census Tract 212, Niagara County, New York",795,36.5,69,28750,610,56,55,79
"14359","360630227111","Block Group 1, Census Tract 227.11, Niagara County, New York",532,60.8,83,69191,430,0,0,0
"14360","360630213002","Block Group 2, Census Tract 213, Niagara County, New York",1279,37.4,79,27361,801,315,35,110
"14361","360630221002","Block Group 2, Census Tract 221, Niagara County, New York",677,36.2,91,53393,494,123,8,0
"14362","360630221003","Block Group 3, Census Tract 221, Niagara County, New York",990,39.7,54,60156,972,0,1,0
"14363","360630205001","Block Group 1, Census Tract 205, Niagara County, New York",922,52.7,102,15292,609,269,0,0
"14364","360639401001","Block Group 1, Census Tract 9401, Niagara County, New York",0,NA,0,NA,0,0,0,0
"14365","360630204002","Block Group 2, Census Tract 204, Niagara County, New York",949,36.5,38,25742,456,470,0,39
"14366","360630204001","Block Group 1, Census Tract 204, Niagara County, New York",782,33.2,119,42750,363,362,10,72
"14367","360630209002","Block Group 2, Census Tract 209, Niagara County, New York",562,61.9,72,13241,382,134,13,0
"14368","360630209001","Block Group 1, Census Tract 209, Niagara County, New York",738,24.8,79,23750,299,439,0,0
"14369","360630209003","Block Group 3, Census Tract 209, Niagara County, New York",1141,24.1,71,22500,294,448,0,261
"14370","360630228041","Block Group 1, Census Tract 228.04, Niagara County, New York",1771,43.3,304,73480,1756,2,0,4
"14371","360630228042","Block Group 2, Census Tract 228.04, Niagara County, New York",1570,44.8,253,65801,1536,0,0,0
"14372","360630201003","Block Group 3, Census Tract 201, Niagara County, New York",1030,42.2,242,65694,725,296,0,0
"14373","360630201001","Block Group 1, Census Tract 201, Niagara County, New York",920,36.5,273,53750,762,54,45,55
"14374","360630201004","Block Group 4, Census Tract 201, Niagara County, New York",609,56.6,301,59712,588,13,8,0
"14375","360630201002","Block Group 2, Census Tract 201, Niagara County, New York",771,31.7,103,51442,529,46,0,52
"14376","360630217001","Block Group 1, Census Tract 217, Niagara County, New York",653,28.4,12,24917,562,59,20,220
"14377","360630217002","Block Group 2, Census Tract 217, Niagara County, New York",454,31.5,57,22969,112,177,75,30
"14378","360630220003","Block Group 3, Census Tract 220, Niagara County, New York",757,48.9,53,44167,577,21,80,0
"14379","360630220004","Block Group 4, Census Tract 220, Niagara County, New York",1018,39.8,95,38661,859,0,92,15
"14380","360630226011","Block Group 1, Census Tract 226.01, Niagara County, New York",1637,42.2,185,55842,1572,29,0,10
"14381","360630226012","Block Group 2, Census Tract 226.01, Niagara County, New York",856,47.1,44,30795,795,36,0,4
"14382","360630240011","Block Group 1, Census Tract 240.01, Niagara County, New York",1269,41.7,186,74917,1243,26,0,53
"14383","360630240015","Block Group 5, Census Tract 240.01, Niagara County, New York",1275,50.9,168,42389,1256,19,0,3
"14384","360630241021","Block Group 1, Census Tract 241.02, Niagara County, New York",588,32.9,58,43125,588,0,0,19
"14385","360630241022","Block Group 2, Census Tract 241.02, Niagara County, New York",954,47.2,112,77159,945,5,2,11
"14386","360630244051","Block Group 1, Census Tract 244.05, Niagara County, New York",1340,47.7,456,91914,1340,0,0,0
"14387","360630244052","Block Group 2, Census Tract 244.05, Niagara County, New York",1881,52.3,423,73808,1684,0,47,66
"14388","360630243022","Block Group 2, Census Tract 243.02, Niagara County, New York",1320,45.8,87,50139,1286,34,0,0
"14389","360630227021","Block Group 1, Census Tract 227.02, Niagara County, New York",1045,46,267,90197,1045,0,0,23
"14390","360630227024","Block Group 4, Census Tract 227.02, Niagara County, New York",1824,53.9,361,69353,1807,1,0,0
"14391","360630227115","Block Group 5, Census Tract 227.11, Niagara County, New York",849,46,321,98203,793,15,41,0
"14392","360630227122","Block Group 2, Census Tract 227.12, Niagara County, New York",1125,55.8,231,62734,1015,55,12,10
"14393","360630227124","Block Group 4, Census Tract 227.12, Niagara County, New York",896,55.5,89,37083,797,26,37,28
"14394","360630228032","Block Group 2, Census Tract 228.03, Niagara County, New York",1907,47.2,318,85294,1901,0,6,26
"14395","360630229021","Block Group 1, Census Tract 229.02, Niagara County, New York",1288,46.1,311,60400,1136,31,0,70
"14396","360630234011","Block Group 1, Census Tract 234.01, Niagara County, New York",1903,54.8,272,65767,1708,124,0,18
"14397","360630234042","Block Group 2, Census Tract 234.04, Niagara County, New York",1983,41.8,465,69297,1981,2,0,11
"14398","360630240012","Block Group 2, Census Tract 240.01, Niagara County, New York",853,44,214,60536,835,0,18,0
"14399","360630242013","Block Group 3, Census Tract 242.01, Niagara County, New York",1588,37.2,127,57106,1555,15,0,0
"14400","360630246001","Block Group 1, Census Tract 246, Niagara County, New York",2652,41.7,565,75337,2551,43,0,2
"14401","360639400011","Block Group 1, Census Tract 9400.01, Niagara County, New York",527,38.9,74,36875,93,0,15,7
"14402","360630232002","Block Group 2, Census Tract 232, Niagara County, New York",1009,32.9,165,41289,953,0,0,0
"14403","360630237001","Block Group 1, Census Tract 237, Niagara County, New York",714,48.5,41,26688,536,107,0,9
"14404","360630238002","Block Group 2, Census Tract 238, Niagara County, New York",759,36.5,122,43750,684,0,11,64
"14405","360630239023","Block Group 3, Census Tract 239.02, Niagara County, New York",1799,55.9,567,69655,1710,11,37,16
"14406","360630203003","Block Group 3, Census Tract 203, Niagara County, New York",1483,44.7,184,54286,1345,133,0,11
"14407","360630245021","Block Group 1, Census Tract 245.02, Niagara County, New York",1081,53.4,305,77216,1065,4,6,6
"14408","360630202001","Block Group 1, Census Tract 202, Niagara County, New York",328,54.1,59,21544,94,234,0,13
"14409","360630211001","Block Group 1, Census Tract 211, Niagara County, New York",429,52.7,101,38906,280,23,12,0
"14410","360630206001","Block Group 1, Census Tract 206, Niagara County, New York",584,32.2,44,16250,201,332,8,3
"14411","360630244013","Block Group 3, Census Tract 244.01, Niagara County, New York",751,45.9,291,66413,705,0,10,0
"14412","360630245011","Block Group 1, Census Tract 245.01, Niagara County, New York",1688,41.9,380,72386,1650,12,0,17
"14413","360630225003","Block Group 3, Census Tract 225, Niagara County, New York",520,57,130,42656,435,55,30,0
"14414","360630210002","Block Group 2, Census Tract 210, Niagara County, New York",931,34.9,210,56250,762,169,0,0
"14415","360630210001","Block Group 1, Census Tract 210, Niagara County, New York",651,41.3,69,46774,526,107,0,0
"14416","360630217005","Block Group 5, Census Tract 217, Niagara County, New York",1000,36.5,17,31541,615,278,0,6
"14417","360630213001","Block Group 1, Census Tract 213, Niagara County, New York",767,35.1,35,17788,502,206,0,32
"14418","360630240021","Block Group 1, Census Tract 240.02, Niagara County, New York",1783,36.4,151,44432,1710,17,4,11
"14419","360630242021","Block Group 1, Census Tract 242.02, Niagara County, New York",626,48.7,83,56806,621,3,2,0
"14420","360630233001","Block Group 1, Census Tract 233, Niagara County, New York",499,46.6,79,58977,276,172,0,0
"14421","360630239012","Block Group 2, Census Tract 239.01, Niagara County, New York",941,32.8,131,58625,596,244,93,96
"14422","360630243032","Block Group 2, Census Tract 243.03, Niagara County, New York",1831,45.7,351,92206,1792,0,39,0
"14423","360630214002","Block Group 2, Census Tract 214, Niagara County, New York",759,34.2,35,31528,536,206,0,18
"14424","360630223002","Block Group 2, Census Tract 223, Niagara County, New York",696,33.8,139,52250,646,24,0,64
"14425","360630212004","Block Group 4, Census Tract 212, Niagara County, New York",875,47.5,101,25625,459,353,31,33
"14426","360630227112","Block Group 2, Census Tract 227.11, Niagara County, New York",1354,44.8,258,78500,1160,32,116,23
"14427","360630221001","Block Group 1, Census Tract 221, Niagara County, New York",597,43.7,71,NA,588,0,0,9
"14428","360630217004","Block Group 4, Census Tract 217, Niagara County, New York",735,31.1,33,40250,594,110,0,15
"14429","360630220001","Block Group 1, Census Tract 220, Niagara County, New York",773,36.8,134,32477,510,17,0,121
"14430","360630220002","Block Group 2, Census Tract 220, Niagara County, New York",819,36.6,75,38162,807,0,0,12
"14431","360630240014","Block Group 4, Census Tract 240.01, Niagara County, New York",1752,39.1,251,87981,1520,43,0,120
"14432","360630240013","Block Group 3, Census Tract 240.01, Niagara County, New York",768,41.3,52,62000,768,0,0,72
"14433","360630241023","Block Group 3, Census Tract 241.02, Niagara County, New York",1125,45.4,143,57656,1062,0,22,12
"14434","360630243023","Block Group 3, Census Tract 243.02, Niagara County, New York",2057,45.1,268,60125,1883,41,34,36
"14435","360570728003","Block Group 3, Census Tract 728, Montgomery County, New York",604,51.5,166,77679,604,0,0,37
"14436","360570727003","Block Group 3, Census Tract 727, Montgomery County, New York",1112,47.2,98,48438,1072,9,5,37
